Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold, Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue
International,4/1/2023,101,230882,ELP,Cancun International Airport,3687,CUN,3902,898,12:10 PM,190,4,TRUE,1229,-2,1:20 PM,4/1/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,171,882,8,El Paso International Airport,62,Cancun,4283,-2,8,66,259541.12025000007,121013.95075000008,19884.34812499999
International,4/1/2023,93,233885,YYZ,El Paso International Airport,4347,ELP,4284,1417,12:10 PM,219,4,FALSE,1449,2,5:49 PM,4/1/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,163,885,9,Toronto Pearson International Airport,61,El Paso,6314,0,26,66,354191.25874999986,120407.153875,52931.5215625
International,4/1/2023,91,236888,ELP,Toronto Pearson International Airport,4347,YYZ,3301,836,12:10 PM,219,4,TRUE,1449,-2,1:49 PM,4/1/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,147,888,9,El Paso International Airport,47,Toronto,10762,0,5,82,127925.90324999994,99018.51868749996,59113.8545
International,4/2/2023,97,230891,CDG,El Paso International Airport,13986,ELP,4414,1320,12:10 PM,639,12,FALSE,4662,8,6:49 AM,4/1/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,162,891,10,Paris Charles de Gaulle Airport,55,El Paso,7611,0,10,86,231533.32675000007,162415.13300000006,92470.17449999995
International,4/1/2023,98,233894,ELP,Paris Charles de Gaulle Airport,13986,CDG,3001,598,12:10 PM,639,12,TRUE,4662,-8,2:49 PM,4/1/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,165,894,15,El Paso International Airport,52,Paris,7118,-2,2,82,382006.1755000001,231534.50162499998,69507.9885
International,4/2/2023,94,236897,HND,El Paso International Airport,15966,ELP,3714,1071,12:10 PM,725,14,FALSE,5322,16,4:15 PM,4/1/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,148,897,12,Tokyo Haneda Airport,42,El Paso,11449,0,0,76,198161.2217499999,115438.45424999995,38776.656187500004
International,4/1/2023,95,230900,ELP,Tokyo Haneda Airport,15966,HND,3170,1023,12:10 PM,725,14,TRUE,5322,-16,8:15 AM,4/1/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,167,900,10,El Paso International Airport,62,Tokyo,9014,2,5,81,282876.7664999999,129519.14050000004,54036.60625000001
Domestic,4/2/2023,100,233903,DFW,El Paso International Airport,1102,ELP,592,394,12:10 PM,94,0,FALSE,551,1,2:44 PM,4/2/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,158,903,11,Dallas/Ft. Worth International Airport,47,El Paso,3080,1,8,84,229613.32275,154261.59043750004,51904.75437500005
Domestic,4/2/2023,87,236906,ELP,Dallas/Ft. Worth International Airport,1102,DFW,1155,314,12:10 PM,94,0,TRUE,551,-1,12:44 PM,4/2/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,146,906,8,El Paso International Airport,51,Dallas,2624,2,22,65,294237.0824999998,158582.37687499993,29805.158250000015
Domestic,4/2/2023,99,230909,LAX,El Paso International Airport,1428,ELP,920,365,12:10 PM,113,0,FALSE,714,-1,1:03 PM,4/2/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,156,909,8,Los Angeles International Airport,49,El Paso,2565,-5,10,88,235525.08725,201909.67924999996,30294.611374999993
Domestic,4/2/2023,99,233912,ELP,Los Angeles International Airport,1428,LAX,1191,188,12:10 PM,113,0,TRUE,714,1,3:03 PM,4/2/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,154,912,10,El Paso International Airport,45,Los Angeles,3322,0,15,81,260995.7477500002,186117.19024999993,23885.57525
Domestic,4/2/2023,86,236915,ORD,El Paso International Airport,2470,ELP,816,451,12:10 PM,176,0,FALSE,1235,1,4:06 PM,4/2/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,156,915,11,Chicago International Airport,59,El Paso,2393,0,0,63,312947.0325000001,62976.58281250001,59958.1195625
Domestic,4/2/2023,93,230918,ELP,Chicago International Airport,2470,ORD,1072,217,12:10 PM,176,0,TRUE,1235,-1,2:06 PM,4/2/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,151,918,10,El Paso International Airport,48,Chicago,1200,0,19,69,333794.60825,132930.5826875,23306.4275
Domestic,4/2/2023,97,233921,ATL,El Paso International Airport,2560,ELP,1160,452,12:10 PM,181,0,FALSE,1280,2,5:11 PM,4/2/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,154,921,13,Hartsfield-Jackson Atlanta International Airport,44,El Paso,2214,0,13,84,128526.07825000008,90742.55774999999,51158.11399999999
Domestic,4/2/2023,103,236924,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1177,145,12:10 PM,181,0,TRUE,1280,-2,1:11 PM,4/2/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,162,924,15,El Paso International Airport,44,Atlanta,2966,2,9,88,147208.39349999998,106565.00474999996,92526.9224375
Domestic,4/2/2023,94,230927,JFK,El Paso International Airport,3806,ELP,606,534,12:10 PM,256,0,FALSE,1903,2,6:26 PM,4/2/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,153,927,10,John F. Kennedy International Airport,49,El Paso,2675,-3,12,70,203234.40824999998,52427.03787500001,66408.50375
Domestic,4/2/2023,102,233930,ELP,John F. Kennedy International Airport,3806,JFK,958,250,12:10 PM,256,0,TRUE,1903,-2,2:26 PM,4/2/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,172,930,12,El Paso International Airport,58,New York,2331,-4,17,99,248815.9902499999,177876.38,28428.788499999995
Domestic,4/2/2023,93,236933,BOS,El Paso International Airport,4128,ELP,1007,125,12:10 PM,275,0,FALSE,2064,2,6:45 PM,4/2/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,148,933,8,Boston Logan International Airport,47,El Paso,3323,3,16,88,213971.26949999994,145052.90337500002,20129.399937500006
Domestic,4/2/2023,89,230936,ELP,Logan International Airport,4128,BOS,724,458,12:10 PM,275,0,TRUE,2064,2,6:45 PM,4/2/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,150,936,15,El Paso International Airport,46,Boston,1763,0,28,80,158051.68662500003,163256.50762500003,44281.297999999995
Domestic,4/2/2023,92,233939,LAS,El Paso International Airport,1164,ELP,876,167,12:10 PM,97,0,FALSE,582,-1,12:47 PM,4/2/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,155,939,11,Harry Reid International Airport,52,El Paso,2243,0,7,69,754540.1282499995,492653.75674999994,149896.6825000001
Domestic,4/2/2023,98,236942,ELP,Harry Reid International Airport,1164,LAS,757,396,12:10 PM,97,0,TRUE,582,1,2:47 PM,4/2/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,167,942,11,El Paso International Airport,58,Las Vegas,3483,0,5,88,891153.2582499998,627629.3043750003,224123.431375
International,4/3/2023,90,230945,LHR,El Paso International Airport,15444,ELP,5967,1325,12:10 PM,645,13,FALSE,5148,7,5:55 AM,4/2/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,162,945,10,Heathrow Airport,62,El Paso,7591,0,2,77,726985.2721249999,911864.2973750003,126165.29831249994
International,4/2/2023,103,233948,ELP,Heathrow Airport,15444,LHR,4092,1062,12:10 PM,645,13,FALSE,5148,-7,3:55 PM,4/2/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,161,948,10,El Paso International Airport,48,London,10448,0,1,69,817646.1423750005,490581.95043750014,239562.18218750018
International,4/2/2023,87,236951,MEX,Abraham Gonzalez International Airport,2871,CJS,3401,1061,12:10 PM,142,3,FALSE,957,1,3:32 PM,4/2/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,153,951,8,Aeropuerto Internacional Benito Juarez,58,Juarez,7882,0,8,61,910760.2477500004,466818.88912500045,264835.0661875001
International,4/2/2023,97,230954,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4188,847,12:10 PM,142,3,FALSE,957,-1,1:32 PM,4/2/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,164,954,13,Abraham Gonzalez International Airport,54,Ciudad de Mexico,10360,0,0,61,628924.659,343469.14762499987,212507.13006249996
Domestic,4/2/2023,93,233957,LAX,Orlando International Airport,3854,ORL,790,252,12:10 PM,281,0,TRUE,1927,-3,1:51 PM,4/2/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,148,957,10,Los Angeles International Airport,45,Orlando,3300,0,11,66,667658.84225,825043.3015625001,149966.61231250002
Domestic,4/2/2023,100,236960,ORL,Los Angeles International Airport,3854,LAX,712,508,12:10 PM,281,0,TRUE,1927,3,7:51 PM,4/2/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,174,960,13,Orlando International Airport,61,Los Angeles,2205,1,8,85,796532.6330000001,510038.5497499999,200291.5783750001
Domestic,4/2/2023,99,230963,LAX,Logan International Airport,4538,BOS,1042,272,12:10 PM,326,0,TRUE,2269,-3,2:36 PM,4/2/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,152,963,11,Los Angeles International Airport,42,Boston,3087,0,2,70,552735.1873750001,718254.9487499999,157252.03906249997
Domestic,4/2/2023,87,233966,BOS,Los Angeles International Airport,4538,LAX,939,510,12:10 PM,326,0,TRUE,2269,3,8:36 PM,4/2/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,154,966,10,Boston Logan International Airport,57,Los Angeles,1493,0,8,78,575009.056875,815019.1889375006,118097.98862500006
International,4/2/2023,101,236969,CUN,El Paso International Airport,3687,ELP,4837,573,12:10 PM,190,4,FALSE,1229,2,5:20 PM,4/2/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,164,969,13,Cancun International Airport,50,El Paso,6055,0,0,71,788599.4028749999,534209.91125,93301.18737500001
International,4/2/2023,101,230972,ELP,Cancun International Airport,3687,CUN,4715,862,12:10 PM,190,4,TRUE,1229,-2,1:20 PM,4/2/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,159,972,12,El Paso International Airport,46,Cancun,5827,1,6,83,1132762.446875,1063526.8778750002,200763.56606249989
International,4/2/2023,95,233975,YYZ,El Paso International Airport,4347,ELP,4683,1099,12:10 PM,219,4,FALSE,1449,2,5:49 PM,4/2/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,151,975,11,Toronto Pearson International Airport,45,El Paso,11601,0,7,90,215236.66699999996,136323.56293750007,64268.805374999974
International,4/2/2023,102,236978,ELP,Toronto Pearson International Airport,4347,YYZ,5413,1208,12:10 PM,219,4,TRUE,1449,-2,1:49 PM,4/2/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,152,978,10,El Paso International Airport,40,Toronto,12478,1,4,63,229624.48800000016,135812.5915000001,78139.33818749999
International,4/3/2023,103,230981,CDG,El Paso International Airport,13986,ELP,3649,1506,12:10 PM,639,12,FALSE,4662,8,6:49 AM,4/2/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,167,981,11,Paris Charles de Gaulle Airport,53,El Paso,5485,3,9,75,275963.385625,149953.26806249996,60990.35643749997
International,4/2/2023,99,233984,ELP,Paris Charles de Gaulle Airport,13986,CDG,4538,903,12:10 PM,639,12,TRUE,4662,-8,2:49 PM,4/2/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,154,984,11,El Paso International Airport,44,Paris,5448,1,0,71,248459.59474999987,142270.21425000002,39439.628
International,4/3/2023,96,236987,HND,El Paso International Airport,15966,ELP,4722,785,12:10 PM,725,14,FALSE,5322,16,4:15 PM,4/2/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,157,987,14,Tokyo Haneda Airport,47,El Paso,11657,0,3,76,391804.22487499996,102345.12181250006,66948.84274999998
International,4/2/2023,103,230990,ELP,Tokyo Haneda Airport,15966,HND,3277,921,12:10 PM,725,14,TRUE,5322,-16,8:15 AM,4/2/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,157,990,13,El Paso International Airport,41,Tokyo,3642,0,44,86,212221.05150000006,157114.48837500004,37955.813875
Domestic,4/3/2023,104,233993,DFW,El Paso International Airport,1102,ELP,634,546,12:10 PM,94,0,FALSE,551,1,2:44 PM,4/3/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,166,993,10,Dallas/Ft. Worth International Airport,52,El Paso,3126,6,5,79,368308.49225000024,147796.9521875,39350.1185
Domestic,4/3/2023,96,236996,ELP,Dallas/Ft. Worth International Airport,1102,DFW,889,325,12:10 PM,94,0,TRUE,551,-1,12:44 PM,4/3/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,164,996,12,El Paso International Airport,56,Dallas,2801,0,16,73,309235.2601250001,109037.77812500003,53631.96162500001
Domestic,4/3/2023,98,230999,LAX,El Paso International Airport,1428,ELP,1020,388,12:10 PM,113,0,FALSE,714,-1,1:03 PM,4/3/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,165,999,11,Los Angeles International Airport,56,El Paso,1686,-6,3,80,228704.78149999998,61556.9995,42471.035625000004
Domestic,4/3/2023,103,2331002,ELP,Los Angeles International Airport,1428,LAX,970,329,12:10 PM,113,0,TRUE,714,1,3:03 PM,4/3/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,165,1002,13,El Paso International Airport,49,Los Angeles,1415,4,10,118,385270.90650000004,194498.71024999997,42243.13437500001
Domestic,4/3/2023,95,2361005,ORD,El Paso International Airport,2470,ELP,1004,217,12:10 PM,176,0,FALSE,1235,1,4:06 PM,4/3/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,154,1005,10,Chicago International Airport,49,El Paso,3211,0,3,84,275992.119,119808.83637499998,76311.04862499995
Domestic,4/3/2023,97,2301008,ELP,Chicago International Airport,2470,ORD,658,517,12:10 PM,176,0,TRUE,1235,-1,2:06 PM,4/3/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,163,1008,10,El Paso International Airport,56,Chicago,1393,1,7,88,303436.4182500001,89732.48518749999,37159.579875000025
Domestic,4/3/2023,88,2331011,ATL,El Paso International Airport,2560,ELP,823,475,12:10 PM,181,0,FALSE,1280,2,5:11 PM,4/3/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,157,1011,13,Hartsfield-Jackson Atlanta International Airport,56,El Paso,3346,0,3,69,756992.8897500001,738189.2998125004,170883.53149999992
Domestic,4/3/2023,85,2361014,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1069,189,12:10 PM,181,0,TRUE,1280,-2,1:11 PM,4/3/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,137,1014,11,El Paso International Airport,41,Atlanta,3411,0,4,62,708859.789375,1142841.1628750006,113457.26525000004
Domestic,4/3/2023,86,2301017,JFK,El Paso International Airport,3806,ELP,708,519,12:10 PM,256,0,FALSE,1903,2,6:26 PM,4/3/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,139,1017,11,John F. Kennedy International Airport,42,El Paso,2286,0,3,81,676436.3532500002,633384.41325,142131.4305
Domestic,4/3/2023,91,2331020,ELP,John F. Kennedy International Airport,3806,JFK,783,309,12:10 PM,256,0,TRUE,1903,-2,2:26 PM,4/3/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,149,1020,11,El Paso International Airport,47,New York,1909,1,0,79,464020.91387500026,632858.1449999999,127608.10525000002
Domestic,4/3/2023,103,2361023,BOS,El Paso International Airport,4128,ELP,699,256,12:10 PM,275,0,FALSE,2064,2,6:45 PM,4/3/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,180,1023,15,Boston Logan International Airport,62,El Paso,2561,0,1,78,1664017.4265000003,343362.660375,175589.7770624999
Domestic,4/3/2023,104,2301026,ELP,Logan International Airport,4128,BOS,1181,441,12:10 PM,275,0,TRUE,2064,2,6:45 PM,4/3/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,163,1026,8,El Paso International Airport,51,Boston,3004,1,1,75,723231.8839999994,935576.2352500004,240950.0747499999
Domestic,4/3/2023,101,2331029,LAS,El Paso International Airport,1164,ELP,785,297,12:10 PM,97,0,FALSE,582,-1,12:47 PM,4/3/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,172,1029,14,Harry Reid International Airport,57,El Paso,2817,1,3,70,544530.3589999998,826414.8220000002,189519.52631249998
Domestic,4/3/2023,87,2361032,ELP,Harry Reid International Airport,1164,LAS,751,468,12:10 PM,97,0,TRUE,582,1,2:47 PM,4/3/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,144,1032,9,El Paso International Airport,48,Las Vegas,1216,0,5,88,553130.605125,500843.0945000001,211113.6287500001
International,4/4/2023,101,2301035,LHR,El Paso International Airport,15444,ELP,4959,974,12:10 PM,645,13,FALSE,5148,7,5:55 AM,4/3/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,155,1035,12,Heathrow Airport,42,El Paso,8473,0,5,55,742908.6574999997,591781.4619999999,147648.07374999998
International,4/3/2023,101,2331038,ELP,Heathrow Airport,15444,LHR,4544,1289,12:10 PM,645,13,FALSE,5148,-7,3:55 PM,4/3/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,177,1038,15,El Paso International Airport,61,London,11233,0,0,77,1053392.9767500001,473188.4288749999,159269.636
International,4/3/2023,95,2361041,MEX,Abraham Gonzalez International Airport,2871,CJS,4185,975,12:10 PM,142,3,FALSE,957,1,3:32 PM,4/3/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,159,1041,12,Aeropuerto Internacional Benito Juarez,52,Juarez,8272,1,9,70,854267.0757500005,999242.26925,272052.41518749984
International,4/3/2023,104,2301044,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3490,1107,12:10 PM,142,3,FALSE,957,-1,1:32 PM,4/3/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,162,1044,14,Abraham Gonzalez International Airport,44,Ciudad de Mexico,9143,0,4,79,1113730.184,937108.588,188593.30100000004
Domestic,4/3/2023,94,2331047,LAX,Orlando International Airport,3854,ORL,601,512,12:10 PM,281,0,TRUE,1927,-3,1:51 PM,4/3/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,161,1047,9,Los Angeles International Airport,58,Orlando,2875,0,0,73,521497.0976249999,463473.93175000005,97044.47399999996
Domestic,4/3/2023,104,2361050,ORL,Los Angeles International Airport,3854,LAX,891,250,12:10 PM,281,0,TRUE,1927,3,7:51 PM,4/3/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,169,1050,12,Orlando International Airport,53,Los Angeles,3171,0,0,88,1424638.1909999994,739892.3604375,229743.9265
Domestic,4/3/2023,90,2301053,LAX,Logan International Airport,4538,BOS,853,213,12:10 PM,326,0,TRUE,2269,-3,2:36 PM,4/3/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,143,1053,10,Los Angeles International Airport,43,Boston,3052,0,0,84,901824.6540000003,448896.590125,195960.76906249998
Domestic,4/3/2023,98,2331056,BOS,Los Angeles International Airport,4538,LAX,1053,465,12:10 PM,326,0,TRUE,2269,3,8:36 PM,4/3/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,153,1056,9,Boston Logan International Airport,46,Los Angeles,3076,-6,2,65,908041.4354999996,487171.3909999998,178936.81512500008
International,4/3/2023,88,2361059,CUN,El Paso International Airport,3687,ELP,3101,648,12:10 PM,190,4,FALSE,1229,2,5:20 PM,4/3/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,148,1059,13,Cancun International Airport,47,El Paso,8903,1,1,81,1198123.2305,1041557.1017499998,121515.06874999998
International,4/3/2023,97,2301062,ELP,Cancun International Airport,3687,CUN,4868,639,12:10 PM,190,4,TRUE,1229,-2,1:20 PM,4/3/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,160,1062,9,El Paso International Airport,54,Cancun,5431,0,0,64,468016.76624999987,628893.5597499999,111702.06725000002
International,4/3/2023,91,2331065,YYZ,El Paso International Airport,4347,ELP,5737,1296,12:10 PM,219,4,FALSE,1449,2,5:49 PM,4/3/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,162,1065,11,Toronto Pearson International Airport,60,El Paso,6210,0,0,56,337314.31625000027,577361.192,264554.02024999977
International,4/3/2023,91,2361068,ELP,Toronto Pearson International Airport,4347,YYZ,4138,1440,12:10 PM,219,4,TRUE,1449,-2,1:49 PM,4/3/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,157,1068,13,El Paso International Airport,53,Toronto,8678,0,7,71,705094.7504999998,555846.0568749999,179299.15593750018
International,4/4/2023,85,2301071,CDG,El Paso International Airport,13986,ELP,5615,1157,12:10 PM,639,12,FALSE,4662,8,6:49 AM,4/3/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,148,1071,8,Paris Charles de Gaulle Airport,55,El Paso,8200,4,1,71,577017.38175,353947.3033750001,161397.44431249995
International,4/3/2023,91,2331074,ELP,Paris Charles de Gaulle Airport,13986,CDG,5055,1012,12:10 PM,639,12,TRUE,4662,-8,2:49 PM,4/3/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,146,1074,11,El Paso International Airport,44,Paris,10119,0,2,62,992473.3991250002,775951.4321250003,146164.63675000006
International,4/4/2023,90,2361077,HND,El Paso International Airport,15966,ELP,4499,962,12:10 PM,725,14,FALSE,5322,16,4:15 PM,4/3/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,144,1077,8,Tokyo Haneda Airport,46,El Paso,8166,0,0,64,960539.0282499996,480216.05587499996,179898.1451875
International,4/3/2023,87,2301080,ELP,Tokyo Haneda Airport,15966,HND,3828,1199,12:10 PM,725,14,TRUE,5322,-16,8:15 AM,4/3/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,145,1080,14,El Paso International Airport,44,Tokyo,4651,0,6,58,1180812.2893750002,798640.4516874999,165628.06387499993
Domestic,4/4/2023,99,2331083,DFW,El Paso International Airport,1102,ELP,1055,415,12:10 PM,94,0,FALSE,551,1,2:44 PM,4/4/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,157,1083,11,Dallas/Ft. Worth International Airport,47,El Paso,2105,-2,1,97,399419.89024999994,162092.93762499993,23905.386499999997
Domestic,4/4/2023,96,2361086,ELP,Dallas/Ft. Worth International Airport,1102,DFW,867,494,12:10 PM,94,0,TRUE,551,-1,12:44 PM,4/4/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,167,1086,9,El Paso International Airport,62,Dallas,2649,-6,11,76,110764.94899999996,127487.93637499996,112429.64056249999
Domestic,4/4/2023,102,2301089,LAX,El Paso International Airport,1428,ELP,685,235,12:10 PM,113,0,FALSE,714,-1,1:03 PM,4/4/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,171,1089,15,Los Angeles International Airport,54,El Paso,3114,-2,14,69,259340.88449999996,106373.91550000009,38410.63062499999
Domestic,4/4/2023,102,2331092,ELP,Los Angeles International Airport,1428,LAX,907,500,12:10 PM,113,0,TRUE,714,1,3:03 PM,4/4/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,171,1092,8,El Paso International Airport,61,Los Angeles,2715,0,16,73,267058.56925,173038.18749999988,96826.28068750002
Domestic,4/4/2023,101,2361095,ORD,El Paso International Airport,2470,ELP,801,264,12:10 PM,176,0,FALSE,1235,1,4:06 PM,4/4/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,171,1095,11,Chicago International Airport,59,El Paso,2110,1,9,65,218517.20387500006,168635.3980000001,85522.05087499996
Domestic,4/4/2023,95,2301098,ELP,Chicago International Airport,2470,ORD,952,389,12:10 PM,176,0,TRUE,1235,-1,2:06 PM,4/4/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,168,1098,9,El Paso International Airport,64,Chicago,3276,-1,15,71,386122.77362500003,99007.13437500001,18287.318000000003
Domestic,4/4/2023,102,2331101,ATL,El Paso International Airport,2560,ELP,948,431,12:10 PM,181,0,FALSE,1280,2,5:11 PM,4/4/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,167,1101,13,Hartsfield-Jackson Atlanta International Airport,52,El Paso,2849,0,9,115,146678.130375,131594.999375,31986.45031250001
Domestic,4/4/2023,99,2361104,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,765,227,12:10 PM,181,0,TRUE,1280,-2,1:11 PM,4/4/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,165,1104,15,El Paso International Airport,51,Atlanta,3352,-2,18,88,409511.6247499999,143034.01875,98589.57549999998
Domestic,4/4/2023,95,2301107,JFK,El Paso International Airport,3806,ELP,817,258,12:10 PM,256,0,FALSE,1903,2,6:26 PM,4/4/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,150,1107,14,John F. Kennedy International Airport,41,El Paso,2911,-4,7,61,198291.59225000005,79881.56725,34875.150875000014
Domestic,4/4/2023,85,2331110,ELP,John F. Kennedy International Airport,3806,JFK,1094,255,12:10 PM,256,0,TRUE,1903,-2,2:26 PM,4/4/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,146,1110,11,El Paso International Airport,50,New York,1842,0,29,79,210564.33300000013,189136.08600000013,55649.922999999995
